UniRef50_Q96AZ6	A0A024RC76; K7CFV6; Q96AZ6; G3R4B5
UniRef50_P35329	UPI00062A65AF; Q9UQB1
UniRef50_D0MW35	H0YAV9
UniRef50_P18846	F8VS03; I3MRM5; A0A0A0MSU8; F8VYN3; UPI0005F3D72F; UPI0001529A24; UPI000642E3D2; B2R8K4; Q03060-15; Q4ZG78; P18846
UniRef50_Q8WW51	Q8WW51
UniRef50_P07992	K7ER89; A0A024R0Q6; P07992-3; Q8WWH8; K7EP14; P07992; K7EK97; Q6UIQ5; H2R380
UniRef50_Q8IZX4	Q8IZX4
UniRef50_E5G744	E5G744
UniRef50_H0YF69	H0YF69
UniRef50_Q9NUZ1-4	UPI0005D03791; H7C0A6; Q9NUZ1-2; A0A0C4DG10
UniRef50_Q96HU8	H2PSM8; A0A0D9SB09; A0A096NE98; G3QID1; G7PSP0; G1QHV8; Q96HU8; F7FTA1; F7EK27; H2QXF7
UniRef50_Q62866	H3BTQ3
UniRef50_H9GDX0	Q96JU9
UniRef50_Q13540	Q13540
UniRef50_Q5TB80	UPI000387D19B; Q5TB80-2; B3KN48; Q5TB80; UPI0005D02132
UniRef50_H0Y5T8	H0Y5T8
UniRef50_UPI0005D0087D	
UniRef50_Q9Z214	Q5U5K4; Q53F18; Q86YM7; H2QR55
UniRef50_Q9BTE3	G3QT73; Q9BTE3; H2Q2P0
UniRef50_K7EPY1	K7EPY1; K7EJV0
UniRef50_L5LS32	H0YBS0
UniRef50_UPI0005D017E1	
UniRef50_A8J5D5	B4DP68
UniRef50_A0A0D9S4Y5	UPI0003EAF709; J3KT43
UniRef50_H3BN30	H3BN30
UniRef50_Q6PID8	D2GWT3; H9FAG2; UPI0003C89BA8; H2PNI2; C9JRT7; M3ZA09; F6SHC5; C9JRX2; F7HLR0; G1RQC7; G9K7G3; M3W057; F7HLQ8; S7PM97; L5LFM7; H2QVD2; Q6PID8; G3QEH2; Q6PID8-2
UniRef50_P60323	G3QF84; P60323
UniRef50_Q6ICL0	Q6ICL0
UniRef50_Q5C9J1	Q5FBX0
UniRef50_Q5T9S2	Q7Z659; Q5T9S2
UniRef50_Q9NY15	Q9NY15; Q0PNF2
UniRef50_F6WQ97	
UniRef50_M0R2I3	M0R2I3
UniRef50_P01116	F6SFG7; H2Q5M1; G1PTH5; G1QZK0; U3BT07; A0A0D9R5Y6; I1SRC5; L7RSL8; H0VHH8; G5BQA1; P01116; G3QYD4
UniRef50_H0YCG8	H0YCG8
UniRef50_Q8NEY4-2	A8KA87
UniRef50_Q9BV57	A0A0G2JQN5; Q9BV57
UniRef50_H0YN34	H0YN34
UniRef50_P62995	H9H310; G7P0Q7; G1RXL3; B2RDQ3; Q68DZ9; G3HKN2; G7MLN8; A9L927; P62995; H2PMN0; F7DFV0; H2QU97; Q13595; G1U9B4; Q59GA1; Q3ZBT6; H2QNW6; P62997; P62996; M3XVM4; Q549U1; G3RV08; G5BHC5; G1R420; F6R8Y2; A0A096N3T3; U3F2N0; A0A0D9RNI1; Q06AA7; H2PC92
UniRef50_I3L1B5	I3L1B5
UniRef50_Q03405-3	
UniRef50_UPI0005D01A48	
UniRef50_Q96BK5	Q96BK5
UniRef50_O95229	A0A024QZJ1; O95229; A0A024QZN5; A6NH27
UniRef50_UPI0005D020B7	
UniRef50_Q6ZP62	Q6ZP62
UniRef50_O95445	O95445-2; O95445
UniRef50_O46606-2	
UniRef50_H7C4M2	H7C4M2
UniRef50_H0V1W0	C9JY36
UniRef50_G1NU34	B3KXH9
UniRef50_Q96AG4	Q96AG4; G3SG62; H2QDF0
UniRef50_E7EQY4	H9ZBM8; I2CYE4; Q53QZ9; H2QHT5; Q9BTC8-2; UPI0003E75BD3; E7EQY4
UniRef50_UPI0003EAF99F	
UniRef50_Q0VAA2	Q0VAA2
UniRef50_F8VS97	F8VS97
UniRef50_K7EHL0	B4E094
UniRef50_P01019	P01019; Q53GY3; B4E1B3; Q59EP2; B2R5S1; Q53YY1; B0ZBE2; Q86U78
UniRef50_A0A024R456	A0A024R456
UniRef50_Q9NX36	Q9NX36
UniRef50_UPI0005CFF60F	
UniRef50_P31944	A9UFC0; B2CIS9; P31944
UniRef50_A6H5Y1	
UniRef50_E9PMQ8	E9PMQ8
UniRef50_J3QRK6	J3QRK6
UniRef50_V9GYP9	V9GYP9
UniRef50_E9PR89	E9PR89; B7Z325
UniRef50_L5JX21	A8MRB1
UniRef50_A0A0B4J1Y7	B4DJH0; A0A0B4J1Y7
UniRef50_P0C6P0	P0C6P0
UniRef50_Q9NPH5	UPI0000EE7E0B; B3KQ17; E9PPP2; UPI00004B2BC7; B7Z529; Q9NPH5-8; H9FL67; B7Z523; Q9NPH5; Q9NPH5-2
UniRef50_Q7L5Y9-2	UPI0005F411F9; Q4R9A8-3; B3KRN7; H2PCN9; F1MXB7; F7HRR8; B4DVN3; K7BG27; Q7L5Y9-3; E7ESC7; B3KXS8; D3DVP3
UniRef50_F6X1E0	
UniRef50_H3F9E4	B4DR16
UniRef50_R4GMP8	R4GMP8
UniRef50_B4E143	B4E143
UniRef50_D6RFF7	D6RFF7
UniRef50_H3BR53	H3BR53
UniRef50_H2R0Y9	
UniRef50_Q9Y2B9	A0A096NX93; UPI0004F1E30A; Q9Y2B9; Q549H9; A0A0D9RNY2; G3RN23; K7D3D0
UniRef50_O75695	B2R6F5; O75695
UniRef50_P51686	Q9UN87; P51686; G1R2F5; H2QMG2; B2R734; P51686-2; B2R8G9
UniRef50_Q8NB50	Q8NB50; D6R9C0; D6RCF6; UPI0005D03022; Q8NB50-3
UniRef50_A0A087WU11	A0A087WU11; A0A0D9SFZ8
UniRef50_W5NL30	
UniRef50_UPI0005D02AB9	
UniRef50_C9JZS0	C9JZS0
UniRef50_P02776	P02776; G3RHN6; P10720
UniRef50_UPI0005D00A87	
UniRef50_Q9Y5P2	Q9Y5P2
UniRef50_B7Z3Q5	B7Z3Q5
UniRef50_B3KSV9	B3KSV9
UniRef50_O75144-3	B7ZA61; B7ZA28
UniRef50_O14044	B2R823; Q9NRX1
UniRef50_Q86Y82	H2PYG1; B0AZT9; Q6LEU0; Q86Y82; B4DSZ1
UniRef50_A0A060VUV2	A2RQD5; Q16190
UniRef50_Q96P09	Q96P09; Q6PIA0
UniRef50_Q2VWP7	H0YKD6; Q2VWP7
UniRef50_UPI0005D0320A	
UniRef50_C9J4J9	C9J4J9
UniRef50_F6XAQ5	F6XAQ5
UniRef50_O60814	H2PI79; L8YET9; F2Z581; H0XT51; F7FWZ8; G3STA3; F2Z4F9; F6TWM4; G1QWM4; F2Z578; I6L9F7; H9FCE4; G3QKC6; H2R7K3; I0FVV7; A0A091DU07; H0V974; Q93079; G3IB92; J9P6S8; A0A024RCL8; F7H706; G1U155; I3MZB0; A0A0D9SCK7; H2RAX0; L5JVZ3; H2PI63; H2PI87; O60814; S9WX75; UPI0003C8E738; A0A096MLL4; G5BSE9; Q99879; UPI0003C8EB59; G1SAW0; G3V9C7; M3WVP6
UniRef50_G2HIR0	
UniRef50_H0YHV6	H0YHV6
UniRef50_Q6NXT6	UPI0005D0048E; B4DJJ3; Q6NXT6
UniRef50_G1M6C5	
UniRef50_H0YBR9	H0YBR9
UniRef50_P41316	G3QR27; G7PNS7; G1R6R0; H2Q4R8; E9PS12; A0A0D9S2T4; Q60HG8; F7H3G0; E9PRS4
UniRef50_Q9UL46	Q86SZ7; H0YKU2; Q9UL46; UPI0000D4D10A; Q2TNB3
UniRef50_G1PKH4	
UniRef50_Q9Y2Q0	Q59EX4; Q9Y2Q0
UniRef50_C9J3R0	C9J3R0
UniRef50_G1QN76	Q6ZNQ5
UniRef50_G1M3J5	
UniRef50_A5D6Y6	A5D6Y6
UniRef50_Q659A1	H0YNA0; UPI0003F16286; B3KXT2; H0YLE2; H0YN52; H0YL35; H0YK97; H0YK14; Q659A1; A0A024R5V9; Q7M090; UPI0000519469; L5K0Z3; H0YMX6
UniRef50_Q9UI80	Q9UI80
UniRef50_Q8NHL6-5	A0A0G2JMX6; A0A0G2JMR2; H2B4M4; U5QBG3; E9PDF4; A0A0G2JPK5; P59901-2; UPI000387CC28; U5XH19; U5QBC0; A0A0G2JPY1; O75019; P59901; A0A0G2JQ26; A0A0G2JP96; A0A0G2JN07; H2B4M3; B5ME96; A0A0G2JMW8; U5QBD0; Q8NHJ5; A0A0G2JS74; U5XH23; U5QEL9; A0A0G2JMY9; A8MZH0; A0A0G2JMW5; A0A087WVJ8; U5QB67; A0A0G2JN08; Q8N149; A0A0G2JMC9
UniRef50_B4DKU6	B4DKU6
UniRef50_B7TQ31	V5M366; B7TQ31
UniRef50_F1RP56	B7Z5H4
UniRef50_F8WCG0	F8WCG0
UniRef50_Q96AW1	H2QUL3; Q96AW1; G3RP07; C9JVH1
UniRef50_G1KWP6	A8K7F0
UniRef50_B3KNQ5	B3KNQ5
UniRef50_B2RV13	B2RV13
UniRef50_O00305	Q9NZA2; UPI000510AA61; H0Y476; F7B1S0; UPI00042CB82A; A8K5R3; Q53S65; UPI000528747F; U3D4S4; O00305
UniRef50_Q96FZ7	H9FZT3; A0A0D9S4E6; A0A096NTD0; Q96FZ7
UniRef50_Q3KZ30	Q3KZ30
UniRef50_Q6ZUE0	Q6ZUE0
UniRef50_F7BUN1	B7Z4S7; B7Z9H4
UniRef50_E9PQJ3	E9PQJ3
UniRef50_K7ELF8	K7ELF8
UniRef50_H0Y482	H0Y482
UniRef50_Q8TDN7	Q8TDN7; UPI0005D00832; G3R5N1
UniRef50_Q9C0A0-2	A2RU34; F5H107; A0A087WZ03; Q86YZ8; A0A087X119; A6NC89; A0A087WTA1
UniRef50_Q9H4E5	Q9H4E5; Q59G91; Q7Z513; H2Q8F7; G1LHL4; I7G7Z3; A0A024R692
UniRef50_A0A087WZG0	A0A087WZG0
UniRef50_UPI0005CFFD94	
UniRef50_Q9P1C6	Q9P1C6
UniRef50_F7HDS6	I3L2A3; F7HDS6
UniRef50_P35248	
UniRef50_Q8IV63	Q8IV63; M0QYA8; M0QZ79; A0A024QZI4; M0R025; M0QXD7
UniRef50_P07462	F8VZU9
UniRef50_Q03001-10	H0YC82; Q03001-10
UniRef50_X5D7P1	X5D7P1
UniRef50_F7CVH4	J3QL62; J3QLG6; UPI000387D07A; J3KRG3; J3KRT2; UPI0005D00D89; UPI0005D03EF2
UniRef50_Q6ZPA4	Q6ZPA4
UniRef50_B4DRZ6	B4DRZ6
UniRef50_O95641	O95641
UniRef50_F8W1V2	F8W1V2
UniRef50_A0MTC9	Q8IZI4; Q8IZI6; Q8IZI5
UniRef50_Q80VL1	E9PKN8; Q9Y2W6; F6TB26; Q9NYV3; B4DJ68; B4DZR8; Q5SZR4; B3KPI5
UniRef50_I3L4M0	I3L4M0
UniRef50_Q9H0I9	Q96LZ0; Q9H0I9; Q8ND81; B2RB68
UniRef50_I3MPV7	Q9HB45
UniRef50_Q8WVD5	Q5R7K8; G3QKU0; G7PQQ9; G1S770; A0A0D9QX07; Q8WVD5; E9PQV2; E9PLX2; F7AVV4; K7CFP4; A0A096N839
UniRef50_T2MA14	B3KWH2
UniRef50_J3KRQ6	J3KRQ6
UniRef50_Q7KYS9	Q7KYS9
UniRef50_L9JE50	
UniRef50_Q6XXX2	Q6XXX2
UniRef50_E9PRC2	E9PRC2; H0YD95
UniRef50_A0A024QZ58	A0A024QZ58
UniRef50_F7EZM4	
UniRef50_Q5T1V6	UPI0004F464FB; B7ZBU4; Q5T1V5; B7ZBU3; Q5T1W1; B7Z5N6; UPI00027FAE77; Q5T1V6
UniRef50_UPI0005CFFF86	
UniRef50_Q14CN2	Q14CN2
UniRef50_F5GWY6	F5GWY6
UniRef50_O95620	A0A024R6Z3; O95620-2; O95620; UPI00029DC6D8; A4D0R5; H2QV80; G3QML1; UPI000022D0D7; UPI000273D4B6; B4DFH2
UniRef50_B2CM71	B2CM71; B2CM72
UniRef50_H3BNK3	H3BNK3
UniRef50_J3KRR9	J3KRR9
UniRef50_H0YDQ7	H0YDQ7
UniRef50_Q68D06-2	B3KWY1
UniRef50_Q3U288	H0YLZ7; H0YKZ0; UPI00001FEB5B; Q8N1W2; UPI0005D00D9E
UniRef50_Q8TDU9	Q8TDU9
UniRef50_Q969X5-3	F2Z2U2
UniRef50_A0A0S7IQG3	I3L3C6
UniRef50_D3ZK93	Q6UXU4; G3SGI7; Q6UXU4-2
UniRef50_E9PPN6	E9PPN6
UniRef50_Q3LIC6	Q3LIC6
UniRef50_O15265	UPI0001CE2A9C; O15265-2; H0YAT6; O15265; UPI00048A927F; Q9UPD8
UniRef50_H0Y6I9	H0Y6I9
UniRef50_I3L1Q8	I3L1Q8
UniRef50_H3BVI7	B4DNH0; H3BVI7
UniRef50_Q5SZD4	Q5SZD4; F5GXQ5
UniRef50_H0YNJ9	H0YNJ9
UniRef50_H0YL19	H0YL19
UniRef50_L8E733	L8E733
UniRef50_Q59FB8	Q59FB8
UniRef50_C9JBW9	C9JBW9
UniRef50_B7Z6G1	B7Z6G1
UniRef50_Q12905	H2Q038; F6S8I9; F7HGD2; Q53FG3; F4ZW63; Q9CXY6; F2Z4E7; Q12905; W5NRN6; F4ZW62; B2RZC6; Q5RFJ1
UniRef50_P47888	P47893; A0A087X1K4; UPI0005D034E3; P47881; P47883; P47888
UniRef50_Q6ZT21	Q6ZT21-2; Q6ZT21
UniRef50_H0Y9Z4	H0Y9Z4
UniRef50_Q6JKH2	Q6JKH2
UniRef50_UPI0005D02E8C	
UniRef50_B7Z2D1	B7Z2D1
UniRef50_B4E057	B4E057
UniRef50_Q92870	UPI0005125D39; Q92870-3; H0YA92; A8K1C3; B4E2F2; D6RD19; D6RGD4; UPI0005125EC0; D6RAJ4; G1S5S6; Q5I0G1; D6RB55; B4DJ88; Q92870; H0YAJ5; UPI00020AAF25; UPI0003EAFDA4; UPI0003EAFE52; G5E9Y1
UniRef50_Q5JV08	Q5JV08
UniRef50_E9PQ83	E9PQ83
UniRef50_Q96LZ7	Q96LZ7
UniRef50_A0A087X160	A0A087X160
UniRef50_A2RRW3	I3L3W3
UniRef50_A0A0D9SFA4	A0A0D9SFA4
UniRef50_B1APE1	B1APE2; B1APE1
UniRef50_Q8IV54	Q8IV54
UniRef50_P14925-2	
UniRef50_O75387-2	Q8NBW0; Q8N370
UniRef50_Q8NB15	Q8NB15; H7BY64; E1U340
UniRef50_Q14980	UPI0005D00DF1; Q9UNL7; F5GWK2; F5H0Z7; F5H4J1; F5H1L0; F5H763; G1UI36; Q59HB8; F5H7R5; F5H3L6; UPI0005D008D5; A0A087WY61; Q14980-2; F5GZW1; Q86XH4; Q4LE64; Q14980; Q96HN5; F5H068; Q9UPG3; F8W6T3; F5H6Y5; F5H2F3; F5GWA2; A0A024R5G4; A0A024R5M9; F5H4Y4; F5H073
UniRef50_K7ESH3	K7ESH3
UniRef50_Q6UXV5	Q6UXV5
UniRef50_O95209	O95209
UniRef50_H7C133	H7C133
UniRef50_A0A0S7HKZ5	M0QXA4; B4DUV2
UniRef50_UPI0005D040FC	
UniRef50_F6TJW3	D1MQ09
UniRef50_W5PVG9	
UniRef50_B4DTS3	B4DTS3
UniRef50_Q9Y3P2	Q9Y3P2
UniRef50_F7E282	Q8IX81; Q8IX84; Q8IX85; Q8IX71; A0A024R4C6
UniRef50_S4R3H1	S4R3H1
UniRef50_H2PKA8	H0Y6V4; E9PGC5; UPI00048FE978
UniRef50_H3BV47	H3BV47
UniRef50_F5GXV8	F5GXV8; I3L521; Q59EQ8
UniRef50_Q6PJ41	Q6PJ41
UniRef50_H0YG47	H0YG47; F5GYT7
UniRef50_H2PCB6	
UniRef50_U6DQW9	H7C0B2
UniRef50_Q8IWP9	Q8IWP9; B4DUJ5
UniRef50_Q9Y4A0	V9HWD1; Q4W5G0; B3KNK0; Q9Y4A0
UniRef50_Q810Y4	A0A0A0MSD3; Q86Y22
UniRef50_H7C012	H7C012
UniRef50_UPI0005D01861	
UniRef50_B7Q4I8	Q9Y4B3
UniRef50_F1S920	E7ERL6; A0JLR0
UniRef50_P04183	A0A024R8N6; B5BU32; B5BUF9; H2QDZ3; G3QVT8; K7ERV3; P04183
UniRef50_E1C834	
UniRef50_O95047	A4D2G4; O95047; Q96R45; Q8NGT7
UniRef50_Q64332	B3KSV8; Q92777; Q86VA8; B3KRB3; UPI0003EAF447; A0A024R2F6; A0A087WW96
UniRef50_A0A096LP83	A0A096LP83
UniRef50_Q06432	Q06432
UniRef50_T2ME93	
UniRef50_Q5VWQ8	UPI00063C4867; B3KW96; UPI0000EE5605; H0Y3A3; Q5VWQ8-2; F8WA47; U6CZW2; F6R503; Q5VWQ8; UPI0005D0019B; UPI0005F4C776; Q5VWQ8-3; Q5VWQ8-4
UniRef50_B0LPH5	J3KN97; B0LPH5
UniRef50_O43414-2	UPI0000D61EFA; F7G159; H0Y4B0; F6QUN3
UniRef50_H0Y9H2	H0Y9H2
UniRef50_Q8N485	H9FA93; Q8N485; H9FK45
UniRef50_Q6LAM3	F5APN6; Q6LAM3; M3X5L4; UPI00053FA721
UniRef50_B4DYM2	B4DYM2
UniRef50_E9PE72	E9PE72
UniRef50_UPI0005D03E31	
UniRef50_H0YJB1	H0YJB1; H7C3J1
UniRef50_P68431	F2Z576; G3TR59; F6Y7V5; A0A0D9SCL0; H2QQ69; M3XAW8; Q6LBF0; S7MY93; F7FYT1; G1QAE2; I3MVX5; L5JT92; G3SCC9; L5M3X4; P68433; L8Y720; A0A091DP01; A1L0V4; G3HPV9; G5BV26; W6FIK3; G1SAW5; J9PB22; Q6LED0; D2HWJ2; S9WX72; G1TWR1; H0WXG7; L8IRE7; P68432; G7P2M7; H0WCH8; P68431; A0A096MPD3; H2PI50; F7HAU6
UniRef50_Q9H3N8	Q9H3N8; Q96LD9
UniRef50_K7A868	A0A024R8S7
UniRef50_Q8NAK8	Q8NAK8
UniRef50_G1SBW0	Q9UI84; G3RZA3
UniRef50_U6D834	
UniRef50_Q13884	E5RIX7; Q13884
UniRef50_H7C3K4	H7C3K4
UniRef50_H3BQS4	H3BQS4
UniRef50_Q9Y2G4	E5RIN9; E5RJR9; E5RIJ4; E5RIS1; E5RJ45; UPI0005D02B30; Q9Y2G4; B7Z3D2
UniRef50_Q7RTZ1	A0A087X1V8; Q7RTZ1; UPI000387ADCA
UniRef50_Q8NBL8	Q8NBL8
UniRef50_Q9D8Y7	Q6P589; H2NX36; H2R6G8; Q8WVP5
UniRef50_I3QNU9	I3QNU9
UniRef50_Q99944	Q99944
UniRef50_Q7Z2V1	Q7Z2V1
UniRef50_B8JLM2	B4DWL2
UniRef50_A0A0U1RQW3	
UniRef50_P29474	B7Z6I9; Q96P37; A0A090N8H8; O14937; UPI0005F3940D; E7ESA7; Q96J98; P29474; H9FL52; H9FL51; H9FL50; B7Z7Z3
UniRef50_G1QYC2	H3BNS9; UPI0005D030A5
UniRef50_P00544	B3KPS6
UniRef50_Q9BZG9-2	Q5IS42; G3RFJ1; A0A087WZS0; A0A087WYG6
UniRef50_A0A096NTQ0	
UniRef50_Q8N5Y8	Q8N5Y8
UniRef50_O12964	
UniRef50_K7ERP1	K7ERP1
UniRef50_Q13361	F5H1C0; H0YGS3; A0A077GYG3; H0YG03; Q13361; A8K3H0
UniRef50_A0A096MQ07	
UniRef50_G3WR93	B4DXR3
UniRef50_Q7Z4P1	Q7Z4P1
UniRef50_Q8R2H7	A0A087WZ79; Q53TT7; UPI0003EAFC62; Q86TA0; O60296; Q53RS6; Q8IU62; G3QKJ1
UniRef50_Q9Y252	Q9Y252; A0A024RDP2; Q68DX6
UniRef50_Q8C8R3-7	A0A087X0B4
UniRef50_Q59G77	Q59G77
UniRef50_H0Y5S9	H0Y5S9; H0Y682
UniRef50_Q9H1C0	Q9H1C0; Q5KU18; B4DZ78
UniRef50_Q8N9S9	Q8N9S9; UPI00002103C1; E5RJK2; E5RFI8; UPI0000417066
UniRef50_Q5HYK7-3	
UniRef50_P47929	G3R180; P47929
UniRef50_G1TJI0	
UniRef50_A0A087WUT5	A0A087WUT5
UniRef50_Q05982	F6XY72; J3KPD9; O60361
UniRef50_L5M7Y5	H0Y8H1
UniRef50_A0A087WXG6	A0A087WXG6
UniRef50_P49682	P49682
UniRef50_Q8TDB4	Q8TDB4; H2RDV6
UniRef50_Q8AVM5	
UniRef50_F7GU28	
UniRef50_P78556	P78556; G3S3G7
UniRef50_O60331-4	UPI0005D01E1F; UPI0005D00924; UPI0004F077D7; B4DVZ9; UPI0005CFFB26; Q7LE22; UPI0004F42017; O60331-4
UniRef50_P26640	A0A0G2JJT9; A0A024RCN6; P26640; UPI0005D004E0; UPI000387B999; A2ABF4; UPI000387B8F1
UniRef50_Q92616	E1NZA1; B4DM32; Q92616
UniRef50_Q9BWM5	Q9BWM5
UniRef50_V9H0C7	V9H0C7
UniRef50_M0Z3K1	
UniRef50_F1T0M2	F1T0M2
UniRef50_D6R9R4	D6R9R4
UniRef50_Q2PZI1	Q2PZI1
UniRef50_P35613-4	A0A087WUV8
UniRef50_Q16647	Q6LEN0; Q6LEN2; Q16647
UniRef50_H2R5Y4	Q6ZR86
UniRef50_Q8WWD2	Q8WWD2
UniRef50_F8WD60	F8WD60
UniRef50_P78358	P78358
UniRef50_M0QZH3	M0QZH3
UniRef50_G3S3L0	
UniRef50_Q96B23	H2QEH4; K7EQH1; Q96B23; Q5BIX2; K7ER64
UniRef50_Q9Y228-3	B4DU99
UniRef50_B4DPE5	B4DSX8; B4DPE5
UniRef50_H0Y8F2	H0Y8F2
UniRef50_UPI000387C0E0	
UniRef50_Q8N988	B4DM42; Q4G137; Q8N988-2; Q8N988; B2RD50
UniRef50_G1P7R6	UPI00064B083E
UniRef50_Q99459	G3QV80; Q99459; B3KY60; UPI00029DA3D5
UniRef50_F6V8J0	Q8N839
UniRef50_M3WRM2	A0A090N8P1; Q8N3F0-3
UniRef50_Q8R216	Q9Y6E7; F5H4X9
UniRef50_P22831	Q8TBG9; B7Z9J3; B3KVD8; UPI0005D005AA
UniRef50_Q9D0U1	
UniRef50_O95178	A4D1T5; O95178; C9IZZ2; Q0MQC8; H7C5B8
UniRef50_D6RBH1	D6RBH1
UniRef50_A0A0A7HWR8	A0A0A7HWR8
UniRef50_H0YEM2	G5EA21; H0YEM2
UniRef50_Q9P1J6	Q9P1J6
UniRef50_L8EBJ0	L8EBJ0
UniRef50_X6RH63	X6RH63
UniRef50_Q4G0Q0	Q4G0Q0
UniRef50_Q12884	B2RD89; H2RFE2; B4DLR2; A0A0D9SEN1; C9J131; Q12884; P27487; H2QIW2; A0A096MVP8
UniRef50_Q8CJF7	Q8WYP5-2; UPI00020E2EA4; Q8WYP5; C9J5C5
UniRef50_Q6PJZ2	F8WF42; Q6PJZ2
UniRef50_H3BS41	H3BS41
UniRef50_I3L3Z8	I3L3Z8
UniRef50_UPI0005CFFC67	
UniRef50_Q9NP64	Q9NP64; A0A0D9S7Z1; H2PYI8
UniRef50_F1PYQ6	Q86WR5
UniRef50_I3L4W0	I3L4W0
UniRef50_A2VEC9	A2VEC9; A0A096LNW2
UniRef50_I3N4H8	A0A075B6V5; A0JD30
UniRef50_O00628	O00628; Q6FGN1
UniRef50_A2A2M0	A2A2M0
UniRef50_Q4U2R6	G3RJB6; Q4U2R6
UniRef50_Q5CZ82	Q5CZ82
UniRef50_E9QDJ7	Q49AR9
UniRef50_B4DPY4	B4DPY4
UniRef50_P98073	P98073; V9QHE7; G3QEB0; Q9NR95; UPI0005CFFE3C
UniRef50_Q6P2P2	UPI0000EE2AED; Q6P2P2; Q6P2P2-2
UniRef50_P97260	UPI000387DBDA; A0A096NCR5; D6RA39; Q12770; UPI000048C000; B7Z6H0; C9JQ35
UniRef50_K7EJ89	K7EJ89
UniRef50_Q5T7N3	Q8N8S2; Q5T7N3; B1ALP5; B3KXJ6; A0A096NDK8; B1ALP6; B0I1P6; G7MHB2
UniRef50_Q8N2K0-3	
UniRef50_Q6ZSB9	D6RJ00; Q32MK9; H2PCW5; Q6ZSB9; K7EVV5; G3RB57
UniRef50_H7C5E6	H7C5E6
UniRef50_I3L0T2	I3L0T2
UniRef50_B0ZRR1	B0ZRR1
UniRef50_G3M285	Q4ZIL0
UniRef50_F8VX62	F8VX62
UniRef50_F7DFJ1	
UniRef50_Q7TNB2	A0A024R4S3; A0A0A0MRJ4
UniRef50_H2RA49	Q504X8
UniRef50_F8WC29	F8WC29
UniRef50_Q9NVS2-2	Q9NVS2-2; Q5QPA5
UniRef50_U3KQE6	U3KQE6
UniRef50_Q597H5	Q597H5
UniRef50_Q13216	Q13216; B4E383; A0A0D9RU35; G1QR46; B3KPW7; K7A5L0; A0A096MRY4; H2QQY4; A8K3W1
UniRef50_R4GGP1	B7ZFE0
UniRef50_F7EWY1	B4E1X5
UniRef50_B4E3J1	B4E3J1
UniRef50_Q9UNA3	Q9UNA3
UniRef50_Q9BWU1	UPI00027434C0; UPI0004F00E5C; Q9BWU1; A8K8J5; U6DP08; K7DDU7; Q9BWU1-2
UniRef50_L8E9P7	L8E9P7
UniRef50_A0A0J9YW70	
UniRef50_M0R337	M0R337
UniRef50_F5H7K7	F5H7K7
UniRef50_Q96M66	Q96M66
UniRef50_B4DDQ1	B4DGV7; B4DDQ1; B3KPG0
UniRef50_UPI0005CFF06D	
UniRef50_F7ISQ3	
UniRef50_P50552	A0A024R0V4; UPI0003F18388; K7ENR7; P50552
UniRef50_Q6X7S9	Q6IPM4
UniRef50_E3W974	E3W974
UniRef50_Q8NCG5	Q8NCG5
UniRef50_Q8TET2	Q8TET2
UniRef50_O88829-2	
UniRef50_G1PNJ1	Q9Y6S1
UniRef50_I3MVK4	B3KSA2; Q7Z7A5
UniRef50_Q8IXC5	Q19UL3; Q19UL8; Q8IXC5; Q19UL5; Q19UM0; Q19UM1
UniRef50_Q02067	P50553
UniRef50_Q8NBA8	Q8NBA8
UniRef50_Q9D4M9	
UniRef50_A6NE82	A0A087WUT2; A6NE82
UniRef50_Q8NCR6-4	
UniRef50_F5GY40	F5GY40
UniRef50_H7C3X7	H7C3X7
UniRef50_H7BYQ0	H7BYQ0
UniRef50_Q924M1	V9GY92
UniRef50_B7Z8U4	B7Z8U4
UniRef50_H3BTL3	H3BTL3
UniRef50_G3S0D9	H2PG60; Q9P159
UniRef50_A0A087X2J7	A0A087X2J7
UniRef50_Q6AZW2	E9PCX2; Q59EL5
UniRef50_Q8IWY8	Q96AG1; Q8IWY8-2; H3BVH1; Q8IWY8
UniRef50_F7GWF6	Q6ZRW9
UniRef50_A0A0U1RRB8	Q86WI7; Q86WI8
UniRef50_UPI0005D02E88	
UniRef50_Q8WTZ3	Q8WTZ3
UniRef50_H9F3K8	
UniRef50_H2RB70	Q8N1H0
UniRef50_K7ESF7	K7ESF7
UniRef50_D6RE15	D6RE15
UniRef50_UPI0005D0231A	
UniRef50_L5LV59	UPI00048AFA4A; C9J4W5; L5LV59; G1QAN5
UniRef50_H0XJD0	B4DSN8; Q6P681; Q2T9L2; Q6PJ09
UniRef50_Q13905	Q13905
UniRef50_Q16746	K9LII7; Q16746
UniRef50_Q1KMD3	H3BQZ7; Q1KMD3
UniRef50_S4R3J2	S4R3J2
UniRef50_W5PZ88	Q5TBQ0; UPI00051214A9
UniRef50_I3M6L6	F7HP79; Q9UFF9-3; E5RIL2
UniRef50_G3VUR8	
UniRef50_H0YLD8	H0YLD8
UniRef50_D6R907	D6R907
UniRef50_O75593	O75593
UniRef50_UPI000716584A	
UniRef50_Q0P665	Q0P665
UniRef50_UPI0005CFF32C	
UniRef50_A8K8P3	UPI0005D01960; D3YTJ2; UPI0005D02154; X6RJF9; A8K8P3
UniRef50_H0X7S8	
